76,57
25,02
78,04
37,91
31,10
49,26
29,21
16,19
89,65
3,96
59,46
99,53
77,32
99,23
50,06
85,12
20,58
91,96
5,99
67,71
9,93
7,89
1,50
23,10
72,88
94,85
57,27
16,23
3,36
69,55
59,28
94,19
41,83
66,52
29,93
84,47
77,18
97,14
40,22
82,14
46,30
79,08
7,84
76,27
40,07
2,13
60,92
35,44
85,64
54,89
59,30
44,92
63,81
48,99
56,41
64,20
37,93
41,91
53,27
52,12
15,90
78,17
43,35
89,45
40,40
39,18
72,04
13,80
4,33
16,93
37,70
69,97
18,05
3,91
42,58
70,74
12,89
21,95
61,54
57,33
51,64
97,02
33,76
46,81
30,70
23,06
98,79
54,38
100,89
48,55
91,76
82,74
4,42
62,10
84,69
77,53
23,97
49,76
11,04
58,38
