63,39
28,17
8,20
83,16
99,43
8,05
3,23
83,71
92,23
66,87
57,43
7,78
8,27
14,81
95,84
8,76
87,03
5,92
16,85
98,29
60,56
44,28
5,74
86,64
3,21
11,24
22,40
97,35
95,49
75,26
70,88
49,84
3,25
10,62
27,55
82,35
18,92
69,53
51,54
70,00
84,84
23,15
26,13
77,68
20,80
11,58
83,16
76,25
7,14
20,18
43,78
41,68
33,17
30,12
68,27
51,59
6,41
74,80
45,39
91,34
32,35
70,74
67,42
82,78
16,87
81,12
30,68
52,50
13,70
13,65
73,76
64,08
37,86
50,27
15,20
48,43
92,74
55,79
81,11
80,26
13,33
14,69
19,17
64,84
10,74
1,36
80,25
19,17
14,62
97,16
11,19
54,01
48,70
29,97
43,21
89,53
42,62
26,59
79,24
66,10
