58,52
47,74
43,33
64,05
51,28
85,39
57,88
8,59
70,98
15,31
42,79
72,15
6,87
19,59
88,66
38,90
61,83
53,21
47,55
46,67
84,50
62,90
62,23
48,21
92,28
27,85
46,52
74,89
81,88
46,79
78,71
7,30
86,74
18,64
9,26
18,72
81,33
90,11
51,15
72,58
51,24
72,36
16,78
23,05
44,83
60,94
88,81
89,04
97,54
28,88
63,86
46,23
72,79
100,52
88,11
9,27
95,29
55,94
11,31
56,74
61,42
59,68
22,17
85,17
99,54
55,98
91,86
65,35
18,38
23,02
45,05
13,98
25,74
32,91
97,97
86,78
21,53
21,45
51,64
45,42
69,59
31,62
5,28
50,06
30,46
58,30
59,22
81,33
94,07
88,31
10,10
1,74
85,68
99,38
1,75
24,64
30,69
54,28
84,47
71,02
