93,31
100,34
28,86
1,63
49,09
59,85
79,01
5,74
76,09
58,66
35,83
88,41
58,17
10,81
73,91
88,39
82,76
51,35
3,30
5,86
49,34
33,97
71,96
32,29
89,62
65,03
42,75
93,94
79,91
76,97
11,19
24,95
55,02
57,76
85,15
87,92
38,79
69,42
30,62
15,98
91,24
8,24
98,69
58,48
34,65
82,31
87,87
74,89
61,85
7,45
63,47
35,74
48,66
52,10
50,97
58,11
89,36
93,37
43,86
24,01
49,45
82,24
18,03
4,37
82,84
53,80
24,91
38,90
92,17
60,12
42,97
2,61
20,40
48,12
3,57
23,31
49,25
52,25
71,25
1,57
46,18
22,95
50,77
24,11
44,86
65,67
13,66
55,14
66,69
22,45
85,52
35,97
90,52
88,37
12,11
22,67
56,20
18,38
26,88
44,16
