47,66
68,28
32,89
42,78
66,19
3,20
80,31
44,99
40,06
19,63
42,54
17,45
78,69
61,86
87,80
94,58
28,49
63,91
20,88
36,58
51,12
54,01
91,16
75,45
68,82
60,16
21,63
71,97
8,35
62,73
7,07
41,61
52,38
39,54
7,46
70,55
11,57
1,32
19,22
9,67
63,57
20,89
41,23
3,67
66,42
18,28
65,41
85,69
42,54
75,62
11,97
43,29
47,37
20,73
98,74
40,85
81,50
36,32
80,57
65,53
79,29
22,94
20,17
49,16
8,08
68,11
54,84
6,89
42,31
51,52
4,81
24,80
34,43
46,79
28,75
23,49
90,92
63,88
69,03
22,18
75,35
13,13
45,61
28,92
3,35
61,83
50,86
86,54
64,14
97,29
69,89
10,81
2,27
6,61
100,77
67,96
19,65
32,52
77,58
51,71
